county,name,phone,address,lat,lng
桃園市,八德國小,03-3682943#510,桃園市八德區興豐路222號,24.928849,121.283683
桃園市,永豐高中,03-3789414＃510,桃園市八德區永豐里永豐路609號,24.975529,121.270099
桃園市,茄苳國小,03-3611425#510,桃園市八德區茄苳里永豐路155號,24.964789,121.278436
桃園市,廣興國小,03-3666007#510,桃園市八德區廣德里廣興路601巷25號,24.945345,121.282718
桃園市,大安國小,03-3661419#510,桃園市八德區大安里和平路638號,24.956365,121.315315
桃園市,瑞豐國小,03-3682787#510,桃園市八德區瑞泰里介壽路2段933巷40號,24.935603,121.29835
桃園市,仁和市民活動中心,0972-051093,桃園市大溪區仁和里仁和七街159號3樓,24.897672,121.273867
桃園市,仁善市民活動中心,03-3908885,桃園市大溪區仁善里仁德街19號3樓,24.914182,121.281628
桃園市,月眉市民活動中心,0912-217691,桃園市大溪區月眉里月湖路56號,24.889621,121.287869
桃園市,綜合市民活動中心,0910-038992,桃園市大溪區仁武里公園路30號2樓,24.904834,121.284103
桃園市,中興市民活動中心,0932-092430,桃園市大溪區中新里大鶯路1450巷26號,24.928566,121.316941
桃園市,下田心市民活動中心,03-3870246,桃園市大溪區一心里民權東路94巷29號,24.881361,121.291286
桃園市,新峰市民活動中心,0931394091,桃園市大溪區新峰里復興路二段758巷48號,24.831164,121.329657
桃園市,大溪埔頂公園,03-3882201#508,桃園市大溪區仁善里埔仁路、仁善街交叉口,24.909462,121.283835
桃園市,大溪高中,03-3878628#512,桃園市大溪區一德里康莊路641號,24.869053,121.284985
桃園市,大溪國小,03-3882040#510,桃園市大溪區福仁里登龍路19號,24.884204,121.286637
桃園市,大溪國中,03-.3882024#511,桃園市大溪區一心里民權東路210號,24.879847,121.295793
桃園市,瑞祥國小,03-3801197#510,桃園市大溪區瑞源里石園路760巷120號,24.867926,121.252774
桃園市,南興國小,03-3801721#510,桃園市大溪區南興里仁和路二段135號,24.902971,121.266824
桃園市,員樹林國小,03-3801502#510,桃園市大溪區員林里員林路二段450號,24.882887,121.266018
桃園市,仁善國小,03-3801710#510,桃園市大溪區仁善里埔頂路二段109號,24.908885,121.278962
桃園市,田心國小,03-3872008#511,桃園市大溪區一心里文化路120號,24.880464,121.29215
桃園市,大溪多目體育館,03-3882210#510,桃園市大溪區福仁里登龍路22號,24.883527,121.286863
桃園市,中興國小,03-3801394#110,桃園市大溪區大鶯路1125號,24.925204,121.310931
桃園市,僑愛國小,(03)3801896＃510,桃園市大溪區介壽路214號,24.92071,121.292255
桃園市,仁和國小,03-3076626＃510,桃園市大溪區仁和二街50號,24.897362,121.277398
桃園市,仁和國中,03-3906626＃510,桃園市大溪區仁和七街55號,24.894538,121.274137
桃園市,永福國小,03-3875709#510,桃園市大溪區信義路1165號,24.892554,121.325864
桃園市,美華國小,03-3882403＃510,桃園市大溪區美華里15鄰金山路50號,24.881675,121.304632
桃園市,內柵國小,03-3882461＃510,桃園市大溪區義和里安和路38號,24.855884,121.282096
桃園市,百吉國小,03-3883956#511,桃園市大溪區環湖路二段845號,24.823447,121.310996
桃園市,福安國小,03-3882374#510,桃園市大溪區復興路一段755號,24.85076,121.288865
桃園市,觀音區公所綠資源中心,03-4732121#126,桃園市觀音區觀音里16鄰觀新路56號,25.028089,121.083528
桃園市,廣福市民活動中心,03-4733334,桃園市觀音區廣福里福山路二段403巷6號,25.018809,121.153242
桃園市,富林國民小學,03-4839049#51,桃園市觀音區富林里大觀路三段466號,25.036629,121.120802
桃園市,樹林國民小學,03-4830414#510,桃園市觀音區樹林里新村路二段12號,25.062166,121.12819
桃園市,富林-草新市民活動中心,03-4839559,桃園市觀音區富林里一心路180號,25.037789,121.138639
桃園市,草漯國民小學,03-4830160#510,桃園市觀音區草漯里新生路1462號,25.045715,121.143217
桃園市,大潭市民活動中心,03-4732121,桃園市觀音區大潭里16鄰保生三街61號,25.024383,121.057257
桃園市,樹林市民活動中心,03-4834817,桃園市觀音區樹林里泰安街209號,25.050621,121.123279
桃園市,上大國民小學,4901174#511,桃園市觀音區上大里大湖路一段540號,24.978753,121.146786
桃園市,草漯國民中學,03-4830146#510,桃園市觀音區草新里四維路73號,25.044378,121.140567
桃園市,崙坪國民小學,03-4981286#510,桃園市觀音區崙坪里學府路123號,24.999977,121.151837
桃園市,樹林公園,03-4732121#109,桃園市觀音區樹林里建國路、民生路交叉口,25.052671,121.125555
桃園市,保生國民小學,03-4732054,桃園市觀音區保生里仁愛路二段521號,25.023008,121.052796
桃園市,大潭國民小學,03-4732087,桃園市觀音區大潭里濱海路大潭段687號,25.021279,121.059022
桃園市,觀音國民中學,03-4732034#510,桃園市觀音區白玉里下庄子53之1號,25.039249,121.080727
桃園市,觀音國民小學,03-4732009#510,桃園市觀音區觀音里文化路2號,25.035359,121.082832
桃園市,新坡國民小學,03-4981534＃510,桃園市觀音區新坡里中山路二段717號,25.01292,121.137623
桃園市,觀音高級中學,03-4981464#310,桃園市觀音區新坡里中山路二段519號,25.014817,121.132835
桃園市,育仁國民小學,03-4732720＃530,桃園市觀音區坑尾里育仁路二段1號,25.013217,121.102563
桃園市,奎輝里活動中心,03-3821500#1206,桃園市復興區奎輝里3鄰羅馬路3段355號1樓,24.796986,121.33437
桃園市,義盛市民活動中心,03-3821500#1206,桃園市復興區義盛里1鄰下宇內9號,24.789999,121.378331
桃園市,三光市民活動中心,03-3912237,桃園市復興區三光里5鄰18號,24.673123,121.36639
桃園市,長興里辦公處,03-3821500#1206,桃園市復興區長興里10鄰35之1號,24.800166,121.307153
桃園市,三民社區活動中心,03-3821500,桃園市復興區三民里5鄰丸山56號,24.829908,121.332075
桃園市,澤仁里辦公處,03-3822275,桃園市復興區澤仁里中正路150巷5號,24.818199,121.351183
桃園市,霞雲社區活動中心,03-3821500#1206,桃園市復興區霞雲里6鄰21-1號,24.816841,121.383893
桃園市,奎輝獵人學校,03-3821500#1206,桃園市復興區奎輝里9鄰14號,24.781693,121.320672
桃園市,角板山公園,03-3821500#1206,桃園市復興區澤仁里中正路、中山路交叉口,24.814181,121.350988
桃園市,華陵里辦公處,03-3913286,桃園市復興區華陵里7鄰23之3號,24.67821,121.384528
桃園市,奎輝國小,03-3822177#510,桃園市復興區奎輝里羅馬路三段356號,24.797301,121.334209
桃園市,介壽國小,03-3822364#51,桃園市復興區澤仁里中正路33號,24.815484,121.350911
桃園市,三民國小,03-3825294#51,桃園市復興區三民里11鄰復興路二段771號,24.832782,121.330834
桃園市,高義國小,03-3912251#22,桃園市復興區高義里3鄰28號,24.711668,121.360395
桃園市,三光國小,03-3912230#510,桃園市復興區三光里4鄰8號,24.67385,121.367213
桃園市,巴崚國小,03-3912131#311,桃園市復興區華陵里9鄰巴陵75號,24.685421,121.397167
桃園市,光華國小,03-3912325#510,桃園市復興區華陵里4鄰哈嘎灣12號,24.655353,121.39952
桃園市,霞雲國小,03-3822224#51,桃園市復興區霞雲里6鄰流霞路151號,24.821708,121.381396
桃園市,羅浮國小,03-3822269#511,桃園市復興區羅浮里3鄰16號,24.797515,121.365359
桃園市,義盛國小,03-3822787#51,桃園市復興區義盛里1鄰宇內路130號,24.790897,121.379279
桃園市,長興國小,03-3822178#51,桃園市復興區長興里10鄰羅馬路四段208號,24.800124,121.30754
桃園市,羅浮高中,03-3825585#510,桃園市復興區3鄰18號,24.797262,121.364496
桃園市,羅浮市民活動中心,03-3822611,桃園市復興區羅浮里5鄰羅浮111-10號,24.796,121.3628
金門縣,金沙鎮官嶼里辦公處,082-351715,金門縣金沙鎮官嶼里官澳82-2號,24.520078,118.414326
金門縣,金沙鎮浦山里辦公處,082-352848,金門縣金沙鎮浦山里浦山里浦邊4-3號,24.480077,118.390818
金門縣,金沙鎮西園里辦公處,082-355824,金門縣金沙鎮西園里西園里西園1-3號,24.502372,118.411773
金門縣,金沙國中體育館,082-352560,金門縣金沙鎮汶沙里國中路61號,24.490596,118.415547
金門縣,金沙鎮汶沙里辦公處,082-352556,金門縣金沙鎮汶沙里汶沙里國中路1-1號,24.489304,118.414272
金門縣,金沙鎮光前里辦公處,082-354029,金門縣金沙鎮光前里光前里陽翟96-5號,24.478458,118.427027
金門縣,金沙鎮三山里辦公處,082-353250,金門縣金沙鎮三山里三山里碧山58-1號,24.485399,118.441113
金門縣,金沙鎮大洋里辦公處,082-331963,金門縣金沙鎮大洋里大洋里東山22號,24.477571,118.461873
金門縣,金沙鎮何斗里辦公處,082-352582,金門縣金沙鎮何斗里何斗里斗門55-3號,24.473763,118.401718
金門縣,金沙鎮公所,082-352150,金門縣金沙鎮汶沙里環島東路一段112號2樓,24.488992,118.413287
金門縣,青嶼活動中心,082-353150,金門縣金沙鎮官嶼里青嶼76號,24.520778,118.423185
金門縣,太武社區活動中心,082-354029,金門縣金沙鎮光前里太武社區1-1號,24.47688,118.428971
金門縣,東西山前活動中心,082-351195,金門縣金沙鎮三山里西山前8-3號,24.492843,118.42752
金門縣,新前墩活動中心,082-333517,金門縣金沙鎮大洋里新前墩36號,24.45569,118.45123
金門縣,田浦大地活動中心,082-331131,金門縣金沙鎮大洋里大地73號,24.474214,118.459253
金門縣,何厝社區活動中心,082-352150,金門縣金沙鎮何斗里何厝72號,24.472953,118.396998
金門縣,后浦頭暨五福街社區活動中心,082-352150,金門縣金沙鎮汶沙里后浦頭151號,24.485852,118.412502
金門縣,后水頭社區活動中心,082-352150,金門縣金沙鎮光前里后水頭50-1號,24.48199,118.415355
金門縣,蔡厝民享社區活動中心,082-352150,金門縣金沙鎮光前里蔡厝68號,24.472052,118.417185
金門縣,金湖鎮料羅里辦公處,082-330889,金門縣金湖鎮料羅里料羅16-4號,24.416412,118.436381
金門縣,金湖鎮新湖里辦公處,082-332528,金門縣金湖鎮新湖里湖前62-1號,24.436132,118.410535
金門縣,金湖鎮新市里辦公處,082-332131,金門縣金湖鎮新市里林森路6-1號,24.4416,118.416743
金門縣,金湖鎮公所,082-332528,金門縣金湖鎮新市里林森路二號,24.441389,118.417039
金門縣,金湖鎮山外里辦公處,082-331183,金門縣金湖鎮山外里山外里80-5號,24.445422,118.415182
金門縣,金湖鎮蓮庵里辦公處,082-332265,金門縣金湖鎮蓮庵里東村43號,24.4275,118.445612
金門縣,金湖鎮正義里辦公處,082-325439,金門縣金湖鎮正義里成功65-1號,24.439105,118.390187
金門縣,金湖鎮瓊林里辦公處,082-332426,金門縣金湖鎮瓊林里瓊林236-1號,24.455316,118.372945
金門縣,金湖鎮溪湖里辦公處,082-332529,金門縣金湖鎮溪湖里溪邊80號,24.442613,118.460274
金門縣,金門縣綜合體育館金湖館,082-335311,金門縣金湖鎮山外里士校路5號,24.450778,118.435903
金門縣,金湖鎮下莊社區活動中心,0933589874,金門縣金湖鎮山外里下莊50號,24.451644,118.427875
金門縣,金湖鎮新市社區活動中心,0912540180,金門縣金湖鎮新市里林森路2-6號,24.442682,118.418155
金門縣,金湖鎮夏興社區活動中心,0912152666,金門縣金湖鎮正義里夏興89-1號,24.439944,118.394338
金門縣,金湖鎮信義新村社區活動中心,0933699372,金門縣金湖鎮新湖里信義新村200號,24.434885,118.409707
金門縣,金湖鎮小徑村社區活動中心,0911193158,金門縣金湖鎮瓊林里小徑村19號,24.454346,118.373247
金門縣,金湖鎮正義社區活動中心,0911097415,金門縣金湖鎮正義里成功64-2號,24.438672,118.389925
金門縣,金湖鎮尚義社區活動中心,0953118761,金門縣金湖鎮正義里尚義村24-5號,24.438459,118.377425
金門縣,金湖鎮料羅灣社區活動中心,0932817823,金門縣金湖鎮料羅里料羅里50號,24.419317,118.434539
金門縣,金湖鎮林兜社區活動中心,0932838583,金門縣金湖鎮新湖里金門縣金湖鎮林兜50號,24.440404,118.410084
金門縣,金湖鎮后園社區活動中心,0908925801,金門縣金湖鎮新湖里金門縣金湖鎮后園50號,24.435168,118.408979
金門縣,金湖鎮東村社區活動中心,0932970287,金門縣金湖鎮金門縣金湖鎮東村50號,24.434373,118.420751
金門縣,盤山村辦公處,082-325755,金門縣金寧鄉盤山村頂堡150號,24.448979,118.339071
金門縣,古寧頭村辦暨活動中心,082-329376,金門縣金寧鄉古寧村北山10之3號,24.478234,118.312205
金門縣,金大綜合體育館,082-313802,金門縣金寧鄉盤山村大學路一號,24.44828,118.322445
金門縣,安美村辦暨活動中心,082-325752,金門縣金寧鄉安美村安岐60-9號,24.46195,118.32393
金門縣,榜林村辦公處,082-325459,金門縣金寧鄉榜林村榜林21號,24.435178,118.331453
金門縣,后盤村活動中心,082-311867,金門縣金寧鄉后盤村后盤山33號,24.450336,118.353541
金門縣,湖埔村辦公處,082-325667,金門縣金寧鄉湖埔村湖下155號,24.45662,118.307488
金門縣,金寧鄉公所地下室,082-325610,金門縣金寧鄉榜林村仁愛新村1號,24.426382,118.350832
金門縣,湖峰社區活動中心,082-327488,金門縣金寧鄉湖埔村湖下1-6號,24.455324,118.305943
金門縣,昔果山社區活動中心,082-324012,金門縣金寧鄉榜林村昔果山58-1號,24.428338,118.350657
金門縣,榜林社區活動中心,082-372477,金門縣金寧鄉榜林村榜林197號,24.436091,118.332448
金門縣,后盤村辦公處,082-311867,金門縣金寧鄉金門縣金寧鄉后盤村后盤山69號,24.443413,118.338335
金門縣,后湖社區活動中心,082-325610,金門縣金寧鄉榜林村后湖20之3號,24.417635,118.341318
金門縣,金寧國民中小學,082-329313,金門縣金寧鄉安美村安岐1號,24.456717,118.326839
金門縣,古寧國民小學,082-325750,金門縣金寧鄉古寧村北山1號,24.477889,118.312809
金門縣,金鼎國民小學,082-325700,金門縣金寧鄉盤山村下堡123號,24.447709,118.337847
金門縣,湖埔國民小學,082-326424,金門縣金寧鄉湖埔村湖下196號,24.457083,118.308212
金門縣,西浦頭社區活動中心,082-325610,金門縣金寧鄉安美村西浦頭231號,24.464644,118.320055
金門縣,上岐村辦公處,082-364503,金門縣烈嶼鄉上岐村青岐90號,24.415489,118.225498
金門縣,上林村辦公處,082-362401,金門縣烈嶼鄉上林村上林78號,24.427924,118.232212
金門縣,金門縣烈嶼鄉體育館,082-364675,金門縣烈嶼鄉林湖村后井40號,24.42746,118.257402
金門縣,黃埔村辦公處,082-363761,金門縣烈嶼鄉黃埔村黃厝45號,24.446732,118.251842
金門縣,林湖村辦公處,082-360401,金門縣烈嶼鄉林湖村東林24號,24.428965,118.249516
金門縣,西口村辦公處,082-364750,金門縣烈嶼鄉西口村西方76號,24.436121,118.236608
金門縣,小坵村活動中心,0910551761,金門縣烏坵鄉小坵村16號媽祖廟旁,24.98,119.47
金門縣,大坵村避難所,0826-66039,金門縣烏坵鄉大坵村烏坵鄉公所旁,24.988739,119.453178
金門縣,金門縣立體育館,082-372361,金門縣金城鎮南門里民族路261號,24.430116,118.314515
金門縣,金城鎮公所,082-325058#502,金門縣金城鎮東門里民生路2號,24.432518,118.320224
金門縣,前水頭社區活動中心,082-325058,金門縣金城鎮金水里前水頭150-1號,24.41264,118.295341
金門縣,和平社區活動中心,082-373516,金門縣金城鎮珠沙里和平新村130號,24.414894,118.328457
金門縣,金門城社區活動中心,082-325058,金門縣金城鎮古城里金門城85-1號,24.402009,118.305763
金門縣,賢庵里辦公處,082-323214,金門縣金城鎮賢庵里賢聚25號,24.417857,118.309881
金門縣,官裡社區活動中心,082-325058,金門縣金城鎮賢庵里官裡1-1號,24.411647,118.317867
金門縣,賢聚社區活動中心,082-325058,金門縣金城鎮賢庵里賢聚10號,24.416683,118.310334
金門縣,吳厝社區活動中心,082-325058,金門縣金城鎮吳厝18-1號,24.420031,118.317468
金門縣,泗湖社區活動中心,082-325058,金門縣金城鎮39-5號,24.412779,118.336345
金門縣,珠山社區活動中心,082-325058,金門縣金城鎮珠山83-1號,24.402794,118.320927
金門縣,小西門社區活動中心,082-325058,金門縣金城鎮珠沙里小西門22-1號,24.412986,118.327486
金門縣,庵前社區活動中心,082-325058,金門縣金城鎮賢庵里庵前40-8號,24.420235,118.322
金門縣,東沙社區活動中心,082-325058,金門縣金城鎮珠沙里東沙20號,24.405181,118.3251
金門縣,向陽吉第社區活動中心,082-325058,金門縣金城鎮西海路3段86號,24.419612,118.310632
金門縣,後豐港社區活動中心,082-325058,金門縣金城鎮金水里後豐港33-3,24.419776,118.301748
金門縣,燕南山社區活動中心,082-325058,金門縣金城鎮賢庵里古區28號,24.410007,118.312841
連江縣,馬祖高中禮堂,0836-25668,連江縣南竿鄉介壽村374號,26.154322,119.949788
連江縣,介壽村老人活動中心,0836-25022,連江縣南竿鄉介壽村156號,26.15538,119.952173
連江縣,介壽國中小,0836-22192,連江縣南竿鄉介壽村13號,26.160321,119.949813
連江縣,行政旅運大樓,0836-22948,連江縣南竿鄉福沃村185-6號,26.152525,119.942359
連江縣,仁愛國小禮堂,0836-22146,連江縣南竿鄉仁愛村95號,26.141178,119.92581
連江縣,中正國中小禮堂,0836-22196,連江縣南竿鄉馬祖村4號,26.159358,119.920092
連江縣,馬祖綜合福利園區,0836-22033,連江縣南竿鄉清水村131號,26.154011,119.938374
連江縣,連江縣縣民樂活多功能體育館,0836-22135#22,連江縣南竿鄉介壽村353-5號,26.1547,119.951088
連江縣,塘岐國小,0937770312,連江縣北竿鄉塘岐村55號,26.223545,119.997023
連江縣,民政課會議室,0836-55218,連江縣北竿鄉塘岐村260-1號,26.225355,119.997451
連江縣,楊公八使廟,0836-56690,連江縣北竿鄉后沃村22號,26.223711,120.007001
連江縣,中山國中禮堂,0836-55078#501,連江縣北竿鄉芹壁村84號,26.224022,119.980487
連江縣,三合殿,0836-56690,連江縣北竿鄉橋仔村100號,26.234607,119.993382
連江縣,綜合運動場館,0836-56690,連江縣北竿鄉塘岐村289-4號,26.227321,119.997318
連江縣,中山國中活動中心,0836-55078#501,連江縣北竿鄉芹壁村84號,26.224022,119.980487
連江縣,坂里老人活動中心,0919280489,連江縣北竿鄉坂里村31號,26.216851,119.974082
連江縣,后沃老人活動中心,0836-56690,連江縣北竿鄉后沃村58號,26.223649,120.006429
連江縣,國立臺灣海洋大學馬祖校區(禮堂),0836-55679,連江縣北竿鄉坂里村59號,26.215342,119.974369
連江縣,橋仔老人活動中心,0836-56690,連江縣北竿鄉橋仔村橋仔村109-1號,26.234859,119.993399
連江縣,白沙平水尊王廟,0836-56690,連江縣北竿鄉白沙村41號,26.206634,119.969112
連江縣,白沙老人活動中心,0836-56690,連江縣北竿鄉白沙村41-1號,26.206531,119.969112
連江縣,東莒國小綜合教室,0836-89034,連江縣莒光鄉大坪村4號,25.960093,119.973665
連江縣,田沃老人活動中心,0836-89146,連江縣莒光鄉田沃村52號,25.976329,119.94069
連江縣,莒指部國軍文康中心,0916512973,連江縣莒光鄉西坵村莒光指揮部國軍文康中心,25.974744,119.930574
連江縣,敬恆國中小禮堂,0836-88179,連江縣莒光鄉青帆村18號,25.970343,119.934652
連江縣,莒光遊客中心,0836-89388,連江縣莒光鄉福正村1號,25.965129,119.981095
連江縣,東莒老人活動中心,0933077104,連江縣莒光鄉大坪村57-1號,25.959468,119.973072
連江縣,青帆活動中心,0836-89146#21,連江縣莒光鄉青帆村18-1號,25.969635,119.93376
連江縣,東引鄉體育館,0933768131,連江縣東引鄉中柳村95號,26.368364,120.487894
連江縣,東引國中小,0836-77210,連江縣東引鄉中柳村94號,26.367919,120.488451
連江縣,東引活動中心,0933768131,連江縣東引鄉樂華村72-1號,26.366913,120.487955
彰化縣,明禮國小藝能館,04-8742344#13,彰化縣田中鎮三光里民光路一段394號,23.875212,120.566551
彰化縣,內安國小,04-8742252#103,"彰化縣田中鎮新庄里中南路三段 54 號",23.853687,120.599733
彰化縣,景崧文化教育園區-龍江館,04-8746062,彰化縣田中鎮梅州里中州路一段416號,23.857892,120.581199
彰化縣,大安國小,04-8742327#12,彰化縣田中鎮三安里大安路1段200號,23.84064,120.594421
彰化縣,東和國小,04-8742708,彰化縣田中鎮復興里山腳路四段188巷109號,23.867481,120.606235
彰化縣,田中鎮立圖書館,04-8742138,彰化縣田中鎮中路里中新路229號,23.857199,120.590194
彰化縣,龍潭社區活動中心,04-8756266,彰化縣田中鎮龍潭里大社路1段216巷100弄20號,23.867647,120.580808
彰化縣,昭天宮,04-8744798,彰化縣田中鎮大崙里大安路2段臨312號,23.83192,120.59486
彰化縣,三潭國小活動中心,04-8742254#13,彰化縣田中鎮北路里中正路715號,23.8653,120.585127
彰化縣,新庄社區活動中心,04-8756317,彰化縣田中鎮新庄里中山街134號,23.856235,120.593742
彰化縣,田中國小活動中心,04-8742013#716,彰化縣田中鎮南路里中州路一段177號,23.857327,120.587504
彰化縣,舊街社區活動中心,0933527566,彰化縣田中鎮沙崙里沙崙路281號,23.851116,120.583097
彰化縣,三光社區活動中心,04-8750532,彰化縣田中鎮三光里民光路1段392巷25號,23.875934,120.566971
彰化縣,新民國小,04-8756166#131,彰化縣田中鎮新民里公館路320號,23.854282,120.58574
彰化縣,田中鎮民活動中心,04-8761122#265,彰化縣田中鎮西路里斗中路一段198號,23.861514,120.580946
彰化縣,加錫及貢旗聯合集會所,04-8529583,彰化縣大村鄉加錫村加錫二巷3之8號,23.985378,120.525623
彰化縣,大西國小,04-8522677,彰化縣大村鄉大崙村大崙路10號之55號,23.984697,120.52538
彰化縣,村上國小,04-8533680#103,彰化縣大村鄉村上村中山路2段242號,23.988947,120.564763
彰化縣,村東國小,04-8526328#515,彰化縣大村鄉福興村山腳路102號之1,23.993551,120.585559
彰化縣,大葉大學,04-8511888#1130,彰化縣大村鄉福興村學府路168號,24.001239,120.596309
彰化縣,大村鄉公所,048-520149#131,彰化縣大村鄉大村村中正西路338號,23.99348,120.547192
彰化縣,大村國中,04-8521231#210,彰化縣大村鄉村上村中山路2段240號,23.988171,120.565504
彰化縣,大村國小,04-8522794#120,彰化縣大村鄉大村村中正西路381號,23.993722,120.545413
彰化縣,大崙及新興聯合集會所,04-8529583,彰化縣大村鄉大崙村大崙二巷28之2號,23.989142,120.514656
彰化縣,茄苳社區活動中心,04-8529583,彰化縣大村鄉茄苳村茄苳路二段141巷31號,24.008638,120.538887
彰化縣,美港社區活動中心,04-8529583,彰化縣大村鄉美港村中山路一段118號,23.977739,120.572303
彰化縣,大橋社區活動中心,04-8529583,彰化縣大村鄉大橋村中山路三段193巷69號,23.999631,120.555699
彰化縣,擺塘社區活動中心,04-8529583,彰化縣大村鄉擺塘村擺塘橫巷1-1號,23.985299,120.559718
彰化縣,大村村社區活動中心,04-8529583,彰化縣大村鄉大村村茄苳路一段203號,23.998141,120.544287
彰化縣,貢旗社區活動中心,04-8529583,彰化縣大村鄉貢旗村大崙路2-1號,23.988316,120.538747
彰化縣,田洋社區活動中心,04-8529583,彰化縣大村鄉田洋村田洋巷11號,23.996389,120.533225
彰化縣,新興社區活動中心,04-8529583,彰化縣大村鄉新興村新興巷6-3號,23.974003,120.5366
彰化縣,村上社區活動中心,04-8529583,彰化縣大村鄉村上村中正東路98巷2號,23.988848,120.566688
彰化縣,過溝社區活動中心,04-8529583,彰化縣大村鄉過溝村過溝三巷36-2號,23.992857,120.55396
彰化縣,過溝集會所,04-8529583,彰化縣大村鄉過溝村過溝村鎮安二巷5號,23.99191,120.558124
彰化縣,埔鹽鄉公所,04-8652301,彰化縣埔鹽鄉好修村彰化縣埔鹽鄉好修村中正路192號,24.000501,120.463663
彰化縣,老人文康中心,04-8652301-142,彰化縣埔鹽鄉埔南村彰化縣埔鹽鄉埔南村6鄰彰水路1段340巷32號,23.994617,120.478254
彰化縣,埔鹽國小,04-8852882,彰化縣埔鹽鄉埔南村彰化縣埔鹽鄉埔南村彰水路一段252號,23.992812,120.477896
彰化縣,埔鹽鄉立幼兒園,04-8658724,彰化縣埔鹽鄉新水村彰化縣埔鹽鄉新水村6鄰大新路一巷12之8號,23.985849,120.442333
彰化縣,南港國小,04-8850169,彰化縣埔鹽鄉南港村彰化縣埔鹽鄉南港村埔菜路29之2號,23.987977,120.495773
彰化縣,好修國小,04-8653555,彰化縣埔鹽鄉好修村彰化縣埔鹽鄉好修村員鹿路二段149號,24.007211,120.459559
彰化縣,新水國小,04-8651112,彰化縣埔鹽鄉新水村彰化縣埔鹽鄉新水村大新路15號,23.985787,120.445263
彰化縣,永樂福利園區,04-8652301-141,彰化縣埔鹽鄉永樂村彰化縣埔鹽鄉永樂村永樂路435號,24.000135,120.434094
彰化縣,永樂國小,04-8652263,彰化縣埔鹽鄉永樂村彰化縣埔鹽鄉永樂村永樂路600號,24.000544,120.431276
彰化縣,天盛國小,04-8650842,彰化縣埔鹽鄉天盛村彰化縣埔鹽鄉天盛村番金路68之1號,23.984991,120.428786
彰化縣,大園國小,04-8853760,彰化縣埔鹽鄉豐澤村彰化縣埔鹽鄉豐澤村埔打路45之1號,23.979785,120.488249
彰化縣,老人文康中心,04-7772006-1609,彰化縣鹿港鎮順興里忠孝路403號,24.058228,120.433873
彰化縣,草中社區活動中心,0939091389,彰化縣鹿港鎮草中里草中巷2-16號,24.10413,120.462598
彰化縣,鹿港鎮公所,04-7772006#1716,彰化縣鹿港鎮景福里民權路168號,24.057269,120.435052
彰化縣,景福社區活動中心,04-7775494,彰化縣鹿港鎮景福里萬壽路244號,24.057079,120.436319
彰化縣,街尾里活動中心,0976409839,彰化縣鹿港鎮街尾里力行街45號,24.048287,120.435824
彰化縣,洛津國小,04-7772041,彰化縣鹿港鎮洛津里公園三路51號,24.054531,120.430642
彰化縣,海埔里民集會所,04-7751662,彰化縣鹿港鎮海埔里鹿草路二段197號,24.071263,120.439234
彰化縣,文開國小,04-7772042,彰化縣鹿港鎮新宮里文開路60號,24.057192,120.430235
彰化縣,新興國小,04-7785911,彰化縣鹿港鎮詔安里某旦巷85號,24.072564,120.457055
彰化縣,東崎社區活動中心,0937746009,彰化縣鹿港鎮東崎里東崎七巷1號,24.056106,120.474975
彰化縣,溝墘社區活動中心,04-7775582,彰化縣鹿港鎮溝墘里棋盤巷32之2號旁,24.064281,120.475461
彰化縣,鹿東國小,04-7756521,彰化縣鹿港鎮頂厝里長安路125號,24.058343,120.443305
彰化縣,鹿港鎮停一立體停車場,04-7772006#2607,彰化縣鹿港鎮大有里公園一路2號,24.053429,120.432761
彰化縣,龍山寺,04-7772472,彰化縣鹿港鎮龍山里金門巷81號,24.050267,120.435674
彰化縣,頭崙里集會所,04-7711517,彰化縣鹿港鎮頭崙里頂草路二段150號,24.091569,120.476972
彰化縣,菜園社區活動中心,0912629649,彰化縣鹿港鎮菜園里復興南路422巷18號,24.050667,120.43252
彰化縣,頂番國小,04-7711433,彰化縣鹿港鎮頂番里頂草路一段100號,24.087949,120.480191
彰化縣,洋厝社區活動中心,0931634629,彰化縣鹿港鎮洋厝里洋厝巷42-3號,24.099508,120.451933
彰化縣,山崙里活動中心,0972062529,彰化縣鹿港鎮山崙里崙尾巷26-9號,24.111856,120.44829
彰化縣,國立鹿港高級中學,04-7772403,彰化縣鹿港鎮東石里中山路661號,24.060739,120.424879
彰化縣,福興鄉公所,04-7772066#2502,彰化縣福興鄉橋頭村彰鹿路7段495號,24.047951,120.443849
彰化縣,鄉立幼兒園-主園,04-7766212,彰化縣福興鄉福興村福興路51巷12號,24.045071,120.427214
彰化縣,福興國中,04-7772009*1500,彰化縣福興鄉西勢村員鹿路2段270號,24.040965,120.436684
彰化縣,鄉立幼兒園-東區分班,04-7792045,彰化縣福興鄉外埔村復興路15之15號,24.028807,120.473997
彰化縣,三和社區活動中心,04-7701177,彰化縣福興鄉三和村南興街78號,24.008517,120.410991
彰化縣,三汴社區活動中心,04-7694162,彰化縣福興鄉三汴村彰水路346巷47號,24.018329,120.487934
彰化縣,管嶼國小,04-7702949#13,彰化縣福興鄉廈粘村沿海路3段100號,24.028129,120.412814
彰化縣,永豐國小,04-7792748*13,彰化縣福興鄉番社村80號,24.02757,120.455122
